Cell,Drug,ic50
ACH-000201,11667893,2.916953
ACH-000201,5278396,5.046129
ACH-000201,10184653,1.794422
ACH-000201,24776445,6.159061
ACH-000201,24180719,5.257071
ACH-000201,11327430,3.484262
ACH-000201,16720766,0.917898
ACH-000201,11488320,4.301403
ACH-000201,156422,4.329765
ACH-000201,11624601,4.363301
ACH-000201,51042438,4.473891
ACH-000201,24737642,6.253275
ACH-000201,10384072,3.65214
ACH-000201,11433190,2.904021
ACH-000201,208908,4.831972
ACH-000201,1401,1.521848
ACH-000201,9914412,3.757372
ACH-000201,24771867,2.782561
ACH-000201,56649450,4.61236
ACH-000201,46930998,3.104772
ACH-000201,5330286,3.082409
ACH-000201,51001932,1.454026
ACH-000201,57345410,6.713309
ACH-000201,11977753,-0.824751
ACH-000201,17755052,1.29987
ACH-000201,25262965,-0.61288
ACH-000201,9826528,2.101864
ACH-000201,24866313,3.08163
ACH-000201,10127622,4.470302
ACH-000201,9927531,5.920872
ACH-000201,2155128,2.960983
ACH-000201,3899,5.068523
ACH-000201,2314623,4.389691
ACH-000201,11404337,1.701434
ACH-000201,9938202,3.897324
ACH-000201,25227847,3.770245
ACH-000201,46883536,5.139865
ACH-000201,3385,4.597541
ACH-000201,68947304,4.343057
ACH-000201,11634725,3.437142
ACH-000201,16224745,2.92382
ACH-000201,3062316,0.31353
ACH-000201,36314,-0.860061
ACH-000201,4261,4.378653
ACH-000201,11626560,3.882619
ACH-000201,118704762,4.913819
ACH-000201,216239,1.386713
ACH-000201,11364421,0.088189
ACH-000201,46926973,3.888268
ACH-000201,60838,2.704073
ACH-000201,5310940,3.02446
ACH-000201,117072552,6.04235
ACH-000201,51000408,4.324802
ACH-000201,25124816,4.995921
ACH-000201,59472121,4.774149
ACH-000201,72200024,5.500866
ACH-000201,42623951,6.054572
ACH-000201,49847690,-5.474001
ACH-000201,53469448,1.680965
ACH-000201,78243717,6.188995
ACH-000201,24753719,4.831482
ACH-000201,57519544,4.770286
ACH-000201,46943432,4.530755
ACH-000201,9936746,5.984221
ACH-000201,71268957,3.550098
ACH-000201,60167849,4.711155
ACH-000201,59473233,5.484125
ACH-000201,44462758,6.024831
ACH-000201,44631912,2.610377
ACH-000201,71299339,3.472037
ACH-000201,1018,5.608626
ACH-000201,52918385,3.491355
ACH-000201,11609586,3.667495
ACH-000201,42642645,-0.703307
ACH-000201,46907787,2.203594
ACH-000201,71271629,3.63375
ACH-000201,56962337,2.647296
ACH-000201,176870,3.011054
ACH-000201,9931953,3.953368
ACH-000201,24958200,4.899333
ACH-000201,24856436,1.947212
ACH-000201,46926350,-0.573813
ACH-000201,60750,-1.860044
ACH-000201,387447,-4.854419
ACH-000201,2733526,3.926875
ACH-000201,104741,3.507907
ACH-000201,56962336,6.161415
ACH-000201,44632017,3.744112
ACH-000201,9813758,3.171564
ACH-000201,25099184,2.432462
ACH-000201,51039095,0.339747
ACH-000201,24821094,5.80284
ACH-000201,70983932,5.833886
ACH-000201,46236925,-0.678197
ACH-000201,11655119,4.818329
ACH-000201,35397514,3.326216
ACH-000201,2802462,5.204377
ACH-000201,73555129,5.111206
ACH-000201,462382,-1.399375
ACH-000201,11707110,0.672688
ACH-000201,44462760,3.275515
ACH-000201,5394,7.280617
ACH-000201,5460769,2.422017
ACH-000201,49846579,2.094373
ACH-000201,11228183,2.979299
ACH-000201,46843057,1.796729
ACH-000201,56645356,4.858214
ACH-000201,78209992,4.142706
ACH-000201,54761306,2.69594
ACH-000201,52913813,2.388461
ACH-000201,71496458,1.395951
ACH-000201,9933475,-0.598813
ACH-000201,24788740,4.05182
ACH-000201,56941241,5.990319
ACH-000201,70676303,0.841717
ACH-000201,68107965,5.957235
ACH-000201,91668541,4.338361
ACH-000201,10385095,-0.007958
ACH-000201,227681,6.441039
ACH-000201,9825149,2.882937
ACH-000201,46931953,4.363239
ACH-000201,68289010,1.490932
ACH-000201,992586,4.319908
ACH-000201,2984337,3.411442
ACH-000201,11178236,-4.769922
ACH-000201,71297207,5.570623
ACH-000201,104842,-4.198123
ACH-000201,25126798,4.440312
ACH-000201,11640390,4.30603
ACH-000201,41867,-2.297701
ACH-000201,2907,5.95555
ACH-000201,24360,-2.310678
ACH-000201,6710780,-2.368631
ACH-000201,84691,4.019296
ACH-000201,6253,0.886135
ACH-000201,148124,-3.139089
ACH-000201,126941,-1.791521
ACH-000201,123631,4.275526
ACH-000201,24978538,2.553875
ACH-000201,5311,2.463345
ACH-000201,644241,1.71054
ACH-000201,44182295,2.330298
ACH-000201,6918289,-0.06341
ACH-000201,23725625,4.634284
ACH-000201,11960529,6.246461
ACH-000201,5328940,2.745947
ACH-000201,216326,6.248534
ACH-000201,6450551,-0.793968
ACH-000201,11152667,-0.260915
ACH-000201,9943465,3.040421
ACH-000817,126565,-0.593227
ACH-000817,176158,4.71238
ACH-000817,6505803,0.112626
ACH-000817,5311497,-5.239731
ACH-000817,11667893,4.42531
ACH-000817,5278396,4.712693
ACH-000817,10184653,1.400636
ACH-000817,24776445,4.181912
ACH-000817,24180719,4.593609
ACH-000817,11327430,3.119269
ACH-000817,16720766,0.880679
ACH-000817,11488320,4.28049
ACH-000817,156422,4.711641
ACH-000817,11624601,4.640919
ACH-000817,51042438,2.33806
ACH-000817,24737642,4.50949
ACH-000817,10384072,0.935377
ACH-000817,11433190,4.636202
ACH-000817,208908,2.528355
ACH-000817,1401,3.523939
ACH-000817,9914412,1.257732
ACH-000817,24771867,-0.774937
ACH-000817,56649450,3.592902
ACH-000817,46930998,2.125387
ACH-000817,5330286,2.332352
ACH-000817,51001932,2.058064
ACH-000817,57345410,3.348556
ACH-000817,11977753,-2.710846
ACH-000817,17755052,1.474183
ACH-000817,25262965,-1.785148
ACH-000817,9826528,1.291466
ACH-000817,24866313,2.244939
ACH-000817,10127622,3.878524
ACH-000817,9927531,3.591713
ACH-000817,2155128,1.31046
ACH-000817,3899,4.519029
ACH-000817,2314623,4.300854
ACH-000817,11404337,0.170087
ACH-000817,9938202,4.021263
ACH-000817,25227847,1.950259
ACH-000817,46883536,4.972958
ACH-000817,3385,1.390286
ACH-000817,68947304,4.279262
ACH-000817,11634725,2.909689
ACH-000817,16224745,2.652172
ACH-000817,3062316,1.923745
ACH-000817,36314,-5.723445
ACH-000817,4261,0.033166
ACH-000817,11626560,2.274249
ACH-000817,118704762,4.518985
ACH-000817,216239,1.624411
ACH-000817,11364421,-2.847792
ACH-000817,46926973,3.468262
ACH-000817,60838,1.475459
ACH-000817,5310940,0.941954
ACH-000817,117072552,3.829852
ACH-000817,51000408,3.001344
ACH-000817,25124816,4.101166
ACH-000817,59472121,1.267465
ACH-000817,72200024,2.451171
ACH-000817,42623951,3.903826
ACH-000817,49847690,-2.867314
ACH-000817,53469448,2.968224
ACH-000817,78243717,3.963194
ACH-000817,24753719,3.7354
ACH-000817,57519544,2.93034
ACH-000817,46943432,1.233515
ACH-000817,9936746,0.248741
ACH-000817,71268957,2.20642
ACH-000817,60167849,3.109271
ACH-000817,59473233,2.199385
ACH-000817,44462758,1.746709
ACH-000817,44631912,3.250189
ACH-000817,71299339,3.001847
ACH-000817,1018,4.250126
ACH-000817,52918385,2.971756
ACH-000817,11609586,3.91763
ACH-000817,42642645,1.304771
ACH-000817,46907787,0.334469
ACH-000817,71271629,3.313943
ACH-000817,56962337,1.253922
ACH-000817,176870,2.066092
ACH-000817,9931953,2.860551
ACH-000817,24958200,3.110135
ACH-000817,24856436,0.342653
ACH-000817,46926350,-3.820903
ACH-000817,60750,-3.634323
ACH-000817,387447,-5.686696
ACH-000817,2733526,2.402118
ACH-000817,104741,2.133197
ACH-000817,56962336,3.25575
ACH-000817,44632017,0.611696
ACH-000817,9813758,1.938826
ACH-000817,25099184,0.154333
ACH-000817,51039095,2.225674
ACH-000817,24821094,3.033028
ACH-000817,70983932,4.162509
ACH-000817,46236925,-1.062562
ACH-000817,11655119,3.732262
ACH-000817,35397514,3.43067
ACH-000817,2802462,3.945912
ACH-000817,73555129,2.954987
ACH-000817,462382,-1.724209
ACH-000817,11707110,0.062923
ACH-000817,44462760,2.245157
ACH-000817,5394,5.01223
ACH-000817,5460769,3.945782
ACH-000817,49846579,0.948468
ACH-000817,11228183,-0.567112
ACH-000817,46843057,3.012694
ACH-000817,56645356,3.94254
ACH-000817,78209992,2.682495
ACH-000817,54761306,0.314356
ACH-000817,52913813,3.039526
ACH-000817,71496458,1.234302
ACH-000817,9933475,1.94562
ACH-000817,24788740,3.222288
ACH-000817,56941241,4.577668
ACH-000817,70676303,-0.419676
ACH-000817,68107965,4.434895
ACH-000817,91668541,2.916567
ACH-000817,10385095,0.201336
ACH-000817,227681,4.448694
ACH-000817,9825149,1.627109
ACH-000817,46931953,3.191111
ACH-000817,68289010,2.265736
ACH-000817,992586,2.430755
ACH-000817,2984337,3.575149
ACH-000817,11178236,-5.253263
ACH-000817,71297207,2.04809
ACH-000817,104842,-4.130837
ACH-000817,25126798,4.197448
ACH-000817,11640390,2.616671
ACH-000817,41867,-2.819298
ACH-000817,2907,4.656965
ACH-000817,24360,-3.963442
ACH-000817,6710780,-5.487554
ACH-000817,84691,2.564669
ACH-000817,6253,2.17003
ACH-000817,148124,-6.053116
ACH-000817,126941,-2.576011
ACH-000817,123631,3.077351
ACH-000817,24978538,-1.324766
ACH-000817,5311,0.403247
ACH-000817,644241,2.922111
ACH-000817,44182295,3.303479
ACH-000817,6918289,1.273168
ACH-000817,23725625,3.101348
ACH-000817,11960529,3.983726
ACH-000817,5328940,1.645777
ACH-000817,216326,4.307805
ACH-000817,6450551,2.500015
ACH-000817,11152667,-1.270265
ACH-000817,9943465,2.5317
ACH-000637,126565,0.40788
ACH-000637,176158,6.613085
ACH-000637,6505803,-0.831257
ACH-000637,5311497,-1.192959
ACH-000637,11667893,7.015874
ACH-000637,5278396,7.009218
ACH-000637,10184653,0.203206
ACH-000637,24776445,6.759283
ACH-000637,24180719,7.042761
ACH-000637,11327430,3.5071
ACH-000637,16720766,2.052443
ACH-000637,11488320,0.655374
ACH-000637,156422,6.660522
ACH-000637,11624601,5.936167
ACH-000637,51042438,3.28128
ACH-000637,24737642,5.850108
ACH-000637,10384072,2.770569
ACH-000637,11433190,7.328215
ACH-000637,208908,1.142366
ACH-000637,1401,4.129552
ACH-000637,9914412,2.871653
ACH-000637,24771867,2.706208
ACH-000637,56649450,3.711389
ACH-000637,46930998,3.29031
ACH-000637,5330286,5.989686
ACH-000637,51001932,1.517554
ACH-000637,57345410,6.255434
ACH-000637,11977753,-1.166594
ACH-000637,17755052,0.796638
ACH-000637,25262965,0.322183
ACH-000637,9826528,0.084057
ACH-000637,24866313,2.489953
ACH-000637,10127622,2.568389
ACH-000637,9927531,6.102953
ACH-000637,2155128,2.972257
ACH-000637,3899,6.923584
ACH-000637,2314623,5.902254
ACH-000637,11404337,0.700822
ACH-000637,9938202,5.377474
ACH-000637,25227847,4.026566
ACH-000637,46883536,5.49194
ACH-000637,3385,6.381399
ACH-000637,68947304,6.117326
ACH-000637,11634725,3.716218
ACH-000637,16224745,4.723419
ACH-000637,3062316,-1.134637
ACH-000637,36314,-0.079884
ACH-000637,4261,5.308888
ACH-000637,11626560,3.750622
ACH-000637,118704762,6.007418
ACH-000637,216239,4.470014
ACH-000637,11364421,0.956945
ACH-000637,46926973,6.325388
ACH-000637,60838,5.777406
ACH-000637,5310940,4.645896
ACH-000637,117072552,3.729554
ACH-000637,51000408,6.306308
ACH-000637,25124816,4.839035
ACH-000637,59472121,3.350967
ACH-000637,72200024,5.91056
ACH-000637,42623951,6.626054
ACH-000637,49847690,6.655993
ACH-000637,53469448,5.60619
ACH-000637,78243717,6.834998
ACH-000637,24753719,6.293705
ACH-000637,57519544,6.513088
ACH-000637,46943432,5.492063
ACH-000637,9936746,4.3952
ACH-000637,71268957,4.438493
ACH-000637,60167849,6.533322
ACH-000637,59473233,5.383249
ACH-000637,44462758,4.047179
ACH-000637,44631912,5.102194
ACH-000637,71299339,5.602907
ACH-000637,1018,6.016754
ACH-000637,52918385,6.001738
ACH-000637,11609586,3.848607
ACH-000637,42642645,1.264732
ACH-000637,46907787,2.239758
ACH-000637,71271629,4.188209
ACH-000637,56962337,2.18877
ACH-000637,176870,-0.154453
ACH-000637,9931953,5.634961
ACH-000637,24958200,4.40224
ACH-000637,24856436,1.934248
ACH-000637,46926350,0.408796
ACH-000637,60750,5.793633
ACH-000637,387447,-5.024724
ACH-000637,2733526,3.946323
ACH-000637,104741,4.806443
ACH-000637,56962336,7.707271
ACH-000637,44632017,3.137881
ACH-000637,9813758,4.133127
ACH-000637,25099184,2.651911
ACH-000637,51039095,3.025756
ACH-000637,24821094,2.662179
ACH-000637,70983932,6.989658
ACH-000637,46236925,3.443292
ACH-000637,11655119,5.905152
ACH-000637,35397514,5.499857
ACH-000637,2802462,4.714868
ACH-000637,73555129,7.082856
ACH-000637,462382,-1.630921
ACH-000637,11707110,-0.258093
ACH-000637,44462760,7.021904
ACH-000637,5394,8.012055
ACH-000637,5460769,3.453425
ACH-000637,49846579,3.310184
ACH-000637,11228183,2.227108
ACH-000637,46843057,2.822769
ACH-000637,56645356,5.292407
ACH-000637,78209992,0.628386
ACH-000637,54761306,2.59774
ACH-000637,52913813,2.797116
ACH-000637,71496458,-0.730095
ACH-000637,9933475,1.613421
ACH-000637,24788740,2.889427
ACH-000637,56941241,5.186241
ACH-000637,70676303,0.220139
ACH-000637,68107965,6.961846
ACH-000637,91668541,6.097054
ACH-000637,10385095,2.229679
ACH-000637,227681,7.95549
ACH-000637,9825149,2.763652
ACH-000637,46931953,4.500262
ACH-000637,68289010,2.971048
ACH-000637,992586,3.191801
ACH-000637,2984337,3.702036
ACH-000637,11178236,-3.003475
ACH-000637,71297207,4.133323
ACH-000637,104842,4.60424
ACH-000637,25126798,6.328118
ACH-000637,11640390,3.47851
ACH-000637,41867,1.662676
ACH-000637,2907,6.429311
ACH-000637,24360,1.809985
ACH-000637,6710780,-1.974658
ACH-000637,84691,7.398536
ACH-000637,6253,6.012725
ACH-000637,148124,-3.183137
ACH-000637,126941,-2.193794
ACH-000637,123631,0.977412
ACH-000637,24978538,3.598788
ACH-000637,5311,2.964016
ACH-000637,644241,5.496325
ACH-000637,44182295,0.875219
ACH-000637,6918289,0.07407
ACH-000637,23725625,6.113396
ACH-000637,11960529,6.292688
ACH-000637,5328940,2.087312
ACH-000637,216326,6.1282
ACH-000637,6450551,6.311519
ACH-000637,11152667,0.086799
ACH-000637,9943465,3.391011
ACH-000162,126565,-2.431384
ACH-000162,176158,3.994222
ACH-000162,6505803,-0.745522
ACH-000162,5311497,-5.607395
ACH-000162,11667893,4.430837
ACH-000162,5278396,2.291207
ACH-000162,10184653,0.635291
ACH-000162,24776445,3.683158
ACH-000162,24180719,3.57207
ACH-000162,11327430,1.853567
ACH-000162,16720766,-1.262337
ACH-000162,11488320,2.225598
ACH-000162,156422,4.895117
ACH-000162,11624601,4.297236
ACH-000162,51042438,0.836621
ACH-000162,24737642,4.609227
ACH-000162,10384072,0.654162
ACH-000162,11433190,4.28439
ACH-000162,208908,2.678523
ACH-000162,1401,3.127556
ACH-000162,9914412,0.127504
ACH-000162,24771867,-2.118835
ACH-000162,56649450,1.664646
ACH-000162,46930998,-0.112372
ACH-000162,5330286,0.444481
ACH-000162,51001932,0.243396
ACH-000162,57345410,4.355139
ACH-000162,11977753,-4.693078
ACH-000162,17755052,-1.155919
ACH-000162,25262965,-1.637329
ACH-000162,9826528,2.603277
ACH-000162,24866313,3.377751
ACH-000162,10127622,4.412143
ACH-000162,9927531,3.777584
ACH-000162,2155128,1.273326
ACH-000162,3899,3.20138
ACH-000162,2314623,4.744964
ACH-000162,11404337,-1.572624
ACH-000162,9938202,3.539946
ACH-000162,25227847,1.520963
ACH-000162,46883536,3.735893
ACH-000162,3385,3.88184
ACH-000162,68947304,1.694153
ACH-000162,11634725,3.687812
ACH-000162,16224745,1.116458
ACH-000162,3062316,-1.161365
ACH-000162,36314,-4.785149
ACH-000162,4261,-0.008031
ACH-000162,11626560,1.222206
ACH-000162,118704762,3.37347
ACH-000162,216239,1.806325
ACH-000162,11364421,-4.23664
ACH-000162,46926973,3.38993
ACH-000162,60838,1.363014
ACH-000162,5310940,0.641024
ACH-000162,117072552,1.79389
ACH-000162,51000408,1.10499
ACH-000162,25124816,4.146454
ACH-000162,59472121,-0.519255
ACH-000162,72200024,3.196134
ACH-000162,42623951,3.113432
ACH-000162,49847690,0.73825
ACH-000162,53469448,2.468397
ACH-000162,78243717,4.267888
ACH-000162,24753719,2.188747
ACH-000162,57519544,2.973329
ACH-000162,46943432,0.446078
ACH-000162,9936746,-0.486571
ACH-000162,71268957,1.008651
ACH-000162,60167849,3.702926
ACH-000162,59473233,0.125701
ACH-000162,44462758,-0.073941
ACH-000162,44631912,1.320068
ACH-000162,71299339,3.653691
ACH-000162,1018,4.444112
ACH-000162,52918385,1.089016
ACH-000162,11609586,2.587951
ACH-000162,42642645,-0.04498
ACH-000162,46907787,-0.675135
ACH-000162,71271629,2.496561
ACH-000162,56962337,1.230804
ACH-000162,176870,1.372643
ACH-000162,9931953,2.612284
ACH-000162,24958200,2.0062
ACH-000162,24856436,-0.976259
ACH-000162,46926350,-3.854343
ACH-000162,60750,-3.753197
ACH-000162,387447,-5.962081
ACH-000162,2733526,3.390758
ACH-000162,104741,2.482329
ACH-000162,56962336,3.978784
ACH-000162,44632017,0.990793
ACH-000162,9813758,1.819847
ACH-000162,25099184,-0.063363
ACH-000162,51039095,0.792562
ACH-000162,24821094,1.19615
ACH-000162,70983932,3.966146
ACH-000162,46236925,-2.452022
ACH-000162,11655119,4.917289
ACH-000162,35397514,4.897698
ACH-000162,2802462,4.91728
ACH-000162,73555129,2.943296
ACH-000162,462382,-1.594406
ACH-000162,11707110,1.433669
ACH-000162,44462760,2.159329
ACH-000162,5394,5.596112
ACH-000162,5460769,2.096674
ACH-000162,49846579,1.732637
ACH-000162,11228183,3.082395
ACH-000162,46843057,1.1544
ACH-000162,56645356,3.76978
ACH-000162,78209992,2.303959
ACH-000162,54761306,0.226293
ACH-000162,52913813,0.236528
ACH-000162,71496458,1.140817
ACH-000162,9933475,1.450374
ACH-000162,24788740,1.131875
ACH-000162,56941241,4.905928
ACH-000162,70676303,-1.859216
ACH-000162,68107965,4.496562
ACH-000162,91668541,2.660959
ACH-000162,10385095,-0.186591
ACH-000162,227681,1.963646
ACH-000162,9825149,1.462226
ACH-000162,46931953,1.999182
ACH-000162,68289010,1.381576
ACH-000162,992586,1.76127
ACH-000162,2984337,2.52314
ACH-000162,11178236,-6.219399
ACH-000162,71297207,3.593812
ACH-000162,104842,-4.224927
ACH-000162,25126798,4.037339
ACH-000162,11640390,3.355473
ACH-000162,41867,-2.030576
ACH-000162,2907,4.295213
ACH-000162,24360,-3.213451
ACH-000162,6710780,-6.073158
ACH-000162,84691,0.683244
ACH-000162,6253,-1.996291
ACH-000162,148124,-5.917805
ACH-000162,126941,-3.243336
ACH-000162,123631,2.432338
ACH-000162,24978538,4.081395
ACH-000162,5311,-0.049884
ACH-000162,644241,0.490598
ACH-000162,44182295,3.736023
ACH-000162,6918289,-1.070963
ACH-000162,23725625,3.268507
ACH-000162,11960529,4.733915
ACH-000162,5328940,-0.078207
ACH-000162,216326,3.538973
ACH-000162,6450551,2.058128
ACH-000162,11152667,-2.454681
ACH-000162,9943465,1.245005
ACH-001016,126565,0.069689
ACH-001016,176158,5.923617
ACH-001016,6505803,-0.801283
ACH-001016,5311497,-4.125372
ACH-001016,11667893,5.993726
ACH-001016,5278396,5.386574
ACH-001016,10184653,2.526902
ACH-001016,24776445,4.892444
ACH-001016,24180719,6.367958
ACH-001016,11327430,3.146393
ACH-001016,16720766,1.101282
ACH-001016,11488320,5.567326
ACH-001016,156422,6.014958
ACH-001016,11624601,5.613686
ACH-001016,51042438,3.081222
ACH-001016,24737642,5.423919
ACH-001016,10384072,2.664773
ACH-001016,11433190,5.123977
ACH-001016,208908,5.543132
ACH-001016,1401,5.807076
ACH-001016,9914412,5.810332
ACH-001016,24771867,3.871831
ACH-001016,56649450,4.90185
ACH-001016,46930998,3.750947
ACH-001016,5330286,2.885237
ACH-001016,51001932,1.398857
ACH-001016,57345410,5.54962
ACH-001016,11977753,-2.390013
ACH-001016,17755052,0.344372
ACH-001016,25262965,-0.369329
ACH-001016,9826528,1.568147
ACH-001016,24866313,3.383908
ACH-001016,10127622,3.616
ACH-001016,9927531,5.806096
ACH-001016,2155128,2.821907
ACH-001016,3899,6.155374
ACH-001016,2314623,5.858311
ACH-001016,11404337,1.128738
ACH-001016,9938202,3.865231
ACH-001016,25227847,4.27908
ACH-001016,46883536,5.806607
ACH-001016,3385,6.111071
ACH-001016,68947304,4.613185
ACH-001016,11634725,2.849113
ACH-001016,16224745,3.099901
ACH-001016,3062316,2.369282
ACH-001016,36314,-3.466836
ACH-001016,4261,3.050387
ACH-001016,11626560,2.070931
ACH-001016,118704762,4.511173
ACH-001016,216239,3.30525
ACH-001016,11364421,-1.735464
ACH-001016,46926973,5.256231
ACH-001016,60838,2.457388
ACH-001016,5310940,4.253805
ACH-001016,117072552,2.978479
ACH-001016,51000408,5.219077
ACH-001016,25124816,4.92074
ACH-001016,59472121,2.184291
ACH-001016,72200024,5.513009
ACH-001016,42623951,5.344202
ACH-001016,49847690,3.867503
ACH-001016,53469448,4.36117
ACH-001016,78243717,4.102199
ACH-001016,24753719,5.441132
ACH-001016,57519544,4.972075
ACH-001016,46943432,4.206069
ACH-001016,9936746,3.222745
ACH-001016,71268957,3.441655
ACH-001016,60167849,5.775986
ACH-001016,59473233,4.636781
ACH-001016,44462758,3.886051
ACH-001016,44631912,4.161242
ACH-001016,71299339,5.381964
ACH-001016,1018,6.00608
ACH-001016,52918385,6.691099
ACH-001016,11609586,4.701461
ACH-001016,42642645,0.490934
ACH-001016,46907787,2.803836
ACH-001016,11455910,0.950168
ACH-001016,71271629,4.53989
ACH-001016,56962337,2.996986
ACH-001016,176870,4.55692
ACH-001016,9931953,4.343426
ACH-001016,24958200,4.536347
ACH-001016,24856436,1.610654
ACH-001016,46926350,-1.751116
ACH-001016,60750,-0.609481
ACH-001016,387447,-3.635584
ACH-001016,2733526,4.4727
ACH-001016,104741,3.103073
ACH-001016,56962336,5.192668
ACH-001016,44632017,1.000156
ACH-001016,6914657,-2.542318
ACH-001016,9813758,4.340638
ACH-001016,25099184,1.602719
ACH-001016,51039095,4.5369
ACH-001016,24821094,5.372976
ACH-001016,70983932,6.014958
ACH-001016,46236925,0.001984
ACH-001016,11655119,5.87794
ACH-001016,35397514,5.584077
ACH-001016,2802462,5.927797
ACH-001016,73555129,5.382451
ACH-001016,462382,-0.59268
ACH-001016,11707110,0.315724
ACH-001016,44462760,6.001828
ACH-001016,5394,6.62403
ACH-001016,5460769,3.726729
ACH-001016,49846579,3.061786
ACH-001016,11228183,3.864603
ACH-001016,46843057,2.768283
ACH-001016,56645356,4.784719
ACH-001016,78209992,2.816378
ACH-001016,54761306,1.981467
ACH-001016,52913813,1.317415
ACH-001016,71496458,2.456004
ACH-001016,9933475,2.226708
ACH-001016,24788740,4.431021
ACH-001016,56941241,5.686851
ACH-001016,70676303,0.007241
ACH-001016,68107965,5.917595
ACH-001016,91668541,5.368433
ACH-001016,10385095,0.127994
ACH-001016,227681,5.624845
ACH-001016,9825149,4.443441
ACH-001016,46931953,5.975676
ACH-001016,68289010,1.630219
ACH-001016,992586,4.288904
ACH-001016,2984337,4.955864
ACH-001016,11178236,-4.101558
ACH-001016,71297207,4.793436
ACH-001016,104842,-3.308681
ACH-001016,25126798,5.446485
ACH-001016,11640390,5.586495
ACH-001016,41867,-0.79388
ACH-001016,2907,5.902202
ACH-001016,24360,-2.788892
ACH-001016,6710780,-5.01629
ACH-001016,84691,3.415147
ACH-001016,6253,3.231237
ACH-001016,148124,-5.692434
ACH-001016,126941,3.149398
ACH-001016,123631,4.02796
ACH-001016,24978538,4.549183
ACH-001016,5311,2.373262
ACH-001016,644241,4.986117
ACH-001016,44182295,2.358514
ACH-001016,6918289,-0.595706
ACH-001016,23725625,4.521642
ACH-001016,11960529,5.717404
ACH-001016,5328940,3.978459
ACH-001016,216326,5.771988
ACH-001016,6450551,3.34752
ACH-001016,11152667,-0.161397
ACH-001016,9943465,4.403434
ACH-000880,126565,-1.323801
ACH-000880,176158,4.225415
ACH-000880,6505803,-2.627667
ACH-000880,5311497,-4.91062
ACH-000880,11667893,5.367405
ACH-000880,5278396,4.471225
ACH-000880,10184653,1.344195
ACH-000880,24776445,5.357344
ACH-000880,24180719,5.062689
ACH-000880,11327430,1.308838
ACH-000880,16720766,0.827808
ACH-000880,11488320,3.701055
ACH-000880,156422,4.994559
ACH-000880,11624601,5.073225
ACH-000880,51042438,1.103008
ACH-000880,24737642,3.187715
ACH-000880,10384072,1.803893
ACH-000880,11433190,1.753226
ACH-000880,208908,2.91902
ACH-000880,1401,2.465274
ACH-000880,9914412,1.534049
ACH-000880,24771867,1.070129
ACH-000880,56649450,0.9088
ACH-000880,46930998,0.27933
ACH-000880,5330286,1.959589
ACH-000880,51001932,-1.839604
ACH-000880,57345410,5.957593
ACH-000880,11977753,-2.466484
ACH-000880,17755052,-0.229967
ACH-000880,25262965,-1.451207
ACH-000880,9826528,-2.896435
ACH-000880,24866313,-2.650012
ACH-000880,10127622,1.218034
ACH-000880,9927531,5.231309
ACH-000880,2155128,2.807342
ACH-000880,3899,4.569012
ACH-000880,2314623,5.097858
ACH-000880,11404337,-0.423166
ACH-000880,9938202,3.695038
ACH-000880,25227847,3.3342
ACH-000880,46883536,4.640545
ACH-000880,3385,3.65248
ACH-000880,68947304,5.03266
ACH-000880,11634725,-1.49847
ACH-000880,16224745,3.105218
ACH-000880,3062316,-0.182625
ACH-000880,36314,-3.656704
ACH-000880,4261,1.128489
ACH-000880,11626560,2.312229
ACH-000880,118704762,3.296279
ACH-000880,216239,2.357443
ACH-000880,11364421,-1.905476
ACH-000880,46926973,4.005501
ACH-000880,60838,1.952038
ACH-000880,5310940,1.555707
ACH-000880,117072552,3.207786
ACH-000880,51000408,3.139064
ACH-000880,25124816,4.23468
ACH-000880,59472121,1.571864
ACH-000880,72200024,2.26393
ACH-000880,42623951,4.833866
ACH-000880,49847690,-1.364462
ACH-000880,53469448,3.242258
ACH-000880,78243717,5.258034
ACH-000880,24753719,2.48938
ACH-000880,57519544,3.202156
ACH-000880,46943432,1.976311
ACH-000880,9936746,1.04193
ACH-000880,71268957,1.118276
ACH-000880,60167849,3.31026
ACH-000880,59473233,3.23367
ACH-000880,44462758,2.603397
ACH-000880,44631912,3.086939
ACH-000880,71299339,4.039018
ACH-000880,1018,3.605705
ACH-000880,52918385,3.155892
ACH-000880,11609586,4.059866
ACH-000880,42642645,0.145748
ACH-000880,46907787,1.024887
ACH-000880,71271629,3.515762
ACH-000880,56962337,0.885633
ACH-000880,176870,2.176948
ACH-000880,9931953,3.42281
ACH-000880,24958200,3.810592
ACH-000880,24856436,0.00542
ACH-000880,46926350,-4.192353
ACH-000880,60750,-3.435262
ACH-000880,387447,-5.586063
ACH-000880,2733526,3.200073
ACH-000880,104741,2.407673
ACH-000880,56962336,5.922234
ACH-000880,44632017,2.02747
ACH-000880,9813758,2.730574
ACH-000880,25099184,1.030088
ACH-000880,51039095,3.149156
ACH-000880,24821094,4.851449
ACH-000880,70983932,5.321594
ACH-000880,46236925,-0.641815
ACH-000880,11655119,5.345268
ACH-000880,35397514,3.170586
ACH-000880,2802462,4.124945
ACH-000880,73555129,2.658302
ACH-000880,462382,-1.662573
ACH-000880,11707110,-5.553495
ACH-000880,44462760,3.438937
ACH-000880,5394,6.762167
ACH-000880,5460769,2.123461
ACH-000880,49846579,2.345766
