Cell,Drug,ic50
ACH-000838,56965967,3.504185548
ACH-000838,25195352,3.67226205
ACH-000838,46191454,1.70327126
ACH-000838,46843772,2.619045334
ACH-000838,16747388,1.923621573
ACH-000838,9956222,1.579928735
ACH-000838,10109823,2.460578262
ACH-000838,11647372,1.979091461
ACH-000838,104842,-4.165348399
ACH-000838,521106,3.839740886
ACH-000838,16722836,2.915351834
ACH-000838,637858,2.213832447
ACH-000838,31703,-1.723960866
ACH-000838,10077147,1.658568513
ACH-000838,44551660,3.161749956
ACH-000838,53340664,1.925848887
ACH-000609,10074640,4.220410773
ACH-000609,24951314,1.273516015
ACH-000609,159324,3.060427629
ACH-000609,9863776,1.167951167
ACH-000609,6253,0.167586775
ACH-000609,36462,0.865253476
ACH-000609,5746,1.463757369
ACH-000609,46224516,5.162324111
ACH-000609,3218,3.812697465
ACH-000609,24756910,0.650447638
ACH-000609,5329102,2.849722368
ACH-000609,7251185,2.269321499
ACH-000609,5460769,1.314855269
ACH-000609,25262965,0.3421261
ACH-000609,521106,4.559856694
ACH-000609,16722836,3.163105425
ACH-000609,446378,-4.79906906
ACH-000609,10113978,1.958234154
ACH-000609,31703,-2.032162498
ACH-000609,6710780,-5.258143062
ACH-000717,159324,2.466747804
ACH-000717,9863776,2.639141904
ACH-000717,3463933,3.111824932
ACH-000717,5289247,4.312144838
ACH-000717,637858,2.999765996
ACH-000647,65110,5.125076004
ACH-000647,5208,2.729934707
ACH-000647,9863776,1.122843677
ACH-000647,3463933,3.20035995
ACH-000647,16760646,0.009696153
ACH-000647,4993,4.094490254
ACH-000647,637858,1.430306791
ACH-000647,31703,-2.710978796
ACH-000348,11754511,3.26494451
ACH-000348,10074640,4.069111137
ACH-000348,24951314,0.084377882
ACH-000348,176167,4.072883984
ACH-000348,25257557,2.208328343
ACH-000348,53302361,1.492435085
ACH-000348,36462,1.624591643
ACH-000348,46224516,3.52708721
ACH-000348,42640,3.569345649
ACH-000348,3463933,3.708675492
ACH-000348,44143370,3.993430378
ACH-000348,10027278,2.929234336
ACH-000348,5289247,4.046551903
ACH-000348,56965967,4.293582101
ACH-000348,46191454,2.597599935
ACH-000348,9956222,2.278738995
ACH-000348,10109823,2.142228916
ACH-000348,521106,3.946087097
ACH-000348,16722836,3.140964126
ACH-000348,637858,0.960585884
ACH-000348,11455910,-0.014966898
ACH-000348,300471,-4.595088761
ACH-000348,31703,-2.332818646
ACH-000348,10077147,2.014672331
ACH-000348,44551660,2.324212895
ACH-000348,53340664,3.013202421
ACH-000985,10074640,4.266409623
ACH-000985,6852167,3.970494141
ACH-000985,9863776,1.754601049
ACH-000985,6914657,-5.844382174
ACH-000985,36462,0.76142103
ACH-000985,46224516,2.934028367
ACH-000985,3218,3.162300077
ACH-000985,9903786,4.144306131
ACH-000985,5329102,2.81921428
ACH-000985,46844147,2.178228491
ACH-000985,44143370,4.082245178
ACH-000985,6918454,1.8898206
ACH-000985,16760646,0.182019933
ACH-000985,56965967,4.302951465
ACH-000985,25195352,3.529905103
ACH-000985,16747388,3.037223941
ACH-000985,20635522,2.600112137
ACH-000985,637858,2.63387891
ACH-000985,300471,-2.922250347
ACH-000985,4263900,2.287710723
ACH-000985,44551660,3.280095242
ACH-000985,53340664,3.250664906
ACH-000985,6445562,2.51444089
ACH-000320,10074640,4.130812117
ACH-000320,6852167,3.51034428
ACH-000320,25257557,0.729413626
ACH-000320,46224516,2.613132394
ACH-000320,42640,3.188448759
ACH-000320,3218,2.971041928
ACH-000320,9903786,3.861699216
ACH-000320,5329102,1.059347147
ACH-000320,82146,2.105903686
ACH-000320,6918454,0.621485793
ACH-000320,16760646,-0.849455732
ACH-000320,56965967,3.992807499
ACH-000320,25195352,3.367752374
ACH-000320,16747388,2.461061712
ACH-000320,10109823,2.472950186
ACH-000320,20635522,1.858802413
ACH-000320,521106,2.884552157
ACH-000320,16722836,2.848571928
ACH-000320,637858,1.38166517
ACH-000320,9810884,4.147818875
ACH-000320,10077147,1.782021111
ACH-000320,4263900,1.845215578
ACH-000320,44551660,2.361752086
ACH-000493,11754511,2.473132808
ACH-000493,10074640,4.178085074
ACH-000493,6852167,3.94813721
ACH-000493,9863776,2.032978193
ACH-000493,36462,1.403819273
ACH-000493,5746,1.752498383
ACH-000493,24785538,1.179136134
ACH-000493,46224516,3.103366746
ACH-000493,3218,3.747175798
ACH-000493,44137675,0.991682357
ACH-000493,3463933,3.315400745
ACH-000493,44143370,4.093145619
ACH-000493,5289247,3.785662411
ACH-000493,46191454,3.222059513
ACH-000493,521106,4.961049121
ACH-000493,16722836,2.933745038
ACH-000493,637858,1.496327049
ACH-000493,9810884,3.971084902
ACH-000493,31703,-1.973754044
ACH-000493,44551660,2.491200855
ACH-000493,53340664,2.8354295
ACH-000094,3218,4.838834769
ACH-000094,24756910,2.137335938
ACH-000094,6918848,2.33552392
ACH-000094,44143370,4.259117006
ACH-000094,10027278,3.376584163
ACH-000094,44182295,0.246180905
ACH-000094,5289247,3.324640525
ACH-000094,6918454,2.458604268
ACH-000094,56965967,4.298302044
ACH-000094,25262965,-0.39999567
ACH-000094,637858,1.77515485
ACH-000094,31703,-0.179487791
ACH-000094,44551660,3.415860621
ACH-000078,10074640,4.230701195
ACH-000078,24951314,0.09305496
ACH-000078,11404337,2.009993741
ACH-000078,6852167,3.815564825
ACH-000078,5208,0.143244009
ACH-000078,159324,3.154962869
ACH-000078,6253,0.012726913
ACH-000078,36462,-0.727042423
ACH-000078,46224516,3.948676105
ACH-000078,3218,3.575653762
ACH-000078,9903786,2.642432877
ACH-000078,3463933,4.623114985
ACH-000078,44143370,4.177211887
ACH-000078,10027278,3.75907802
ACH-000078,5717801,3.896078834
ACH-000078,56965967,4.294845678
ACH-000078,25195352,3.034661715
ACH-000078,16747388,3.214050558
ACH-000078,16722836,2.607003998
ACH-000078,31703,-3.03663764
ACH-000078,44551660,3.9235613
ACH-000078,53340664,2.974730817
ACH-000078,6710780,-3.999540094
ACH-000121,36462,1.906170354
ACH-000121,3218,3.239559194
ACH-000121,521106,3.055079128
ACH-000121,44551660,3.571593846
ACH-000636,9952773,2.080364158
ACH-000636,10074640,3.85224945
ACH-000636,24951314,-2.245145656
ACH-000636,16663089,1.326268931
ACH-000636,5208,0.489293359
ACH-000636,53302361,0.569575516
ACH-000636,159324,2.028362523
ACH-000636,9863776,-0.039341051
ACH-000636,36462,-1.201627437
ACH-000636,24825971,1.670267833
ACH-000636,46224516,1.554534767
ACH-000636,42640,4.241910668
ACH-000636,3218,2.432710573
ACH-000636,4261,-0.705630513
ACH-000636,9903786,1.584475126
ACH-000636,46943432,1.618214859
ACH-000636,5329102,1.595489693
ACH-000636,46844147,2.689074602
ACH-000636,3463933,3.178815125
ACH-000636,9868037,3.269020691
ACH-000636,44143370,3.395997235
ACH-000636,10027278,1.855956528
ACH-000636,5289247,0.453966352
ACH-000636,16760646,0.079559736
ACH-000636,10200390,1.404298143
ACH-000636,56965967,2.860521264
ACH-000636,25195352,3.436693874
ACH-000636,11625818,2.764581416
ACH-000636,11282283,4.161717001
ACH-000636,9956222,1.178044131
ACH-000636,10109823,2.678305004
ACH-000636,4993,3.995746028
ACH-000636,20635522,3.0541796
ACH-000636,521106,2.563874718
ACH-000636,637858,2.594695826
ACH-000636,9810884,3.760418486
ACH-000636,31703,-4.361727031
ACH-000636,10077147,0.326818394
ACH-000636,53340664,1.792505794
ACH-000221,9952773,4.150173719
ACH-000221,9884685,2.102646403
ACH-000221,10074640,4.282339887
ACH-000221,24951314,1.035178847
ACH-000221,6852167,2.65703296
ACH-000221,9863776,1.988353884
ACH-000221,36462,0.561271455
ACH-000221,46224516,3.129473557
ACH-000221,3218,3.103102938
ACH-000221,82146,2.429647524
ACH-000221,56965967,3.122233172
ACH-000221,46191454,2.585850416
ACH-000221,16747388,3.156412291
ACH-000221,9956222,1.621805837
ACH-000221,521106,4.295511988
ACH-000221,637858,2.071104271
ACH-000221,31703,-2.11157729
ACH-000221,44551660,2.784237017
ACH-000748,10074640,2.80518647
ACH-000748,25257557,3.222123994
ACH-000748,5208,2.492797104
ACH-000748,53302361,2.353556961
ACH-000748,159324,3.459232954
ACH-000748,9863776,1.6254178
ACH-000748,46224516,3.010617937
ACH-000748,3218,2.531243269
ACH-000748,4261,1.503094054
ACH-000748,24756910,1.63466114
ACH-000748,6918848,1.97084703
ACH-000748,46844147,2.76437888
ACH-000748,3463933,2.608153329
ACH-000748,9813758,3.838940252
ACH-000748,44143370,3.690904627
ACH-000748,5289247,4.199304203
ACH-000748,10109823,2.636730211
ACH-000748,20635522,2.851510257
ACH-000748,521106,4.641728317
ACH-000748,16722836,2.128866747
ACH-000748,637858,2.382421614
ACH-000748,31703,-1.991417921
ACH-000748,6918638,1.868938786
ACH-000748,53340664,3.306642755
ACH-000563,24951314,1.612181515
ACH-000563,5208,0.271135471
ACH-000563,53302361,1.477756378
ACH-000563,159324,2.27881294
ACH-000563,9863776,2.107517937
ACH-000563,36462,1.781415011
ACH-000563,3218,3.394126326
ACH-000563,24756910,0.655445626
ACH-000563,6918848,0.764253616
ACH-000563,46885626,2.620121302
ACH-000563,3463933,2.403317239
ACH-000563,44143370,4.216384862
ACH-000563,10027278,2.876616421
ACH-000563,5289247,3.644296767
ACH-000563,6918454,1.775541949
ACH-000563,10109823,2.251971621
ACH-000563,521106,4.754940654
ACH-000563,637858,1.755619305
ACH-000563,31703,-2.427900258
ACH-000694,53302361,0.666213255
ACH-000694,159324,3.350745276
ACH-000694,9863776,2.056235233
ACH-000694,24785538,1.208234834
ACH-000694,3218,3.78055029
ACH-000694,10027278,2.076060983
ACH-000694,56965967,4.302769814
ACH-000694,10109823,2.275211011
ACH-000694,521106,4.206336133
ACH-000694,637858,2.704414097
ACH-000694,31703,-0.865537626
ACH-000644,24951314,1.874347338
ACH-000644,159324,3.994374044
ACH-000644,9863776,3.218515198
ACH-000644,46224516,3.104927738
ACH-000644,44462760,-2.079840901
ACH-000644,44143370,4.181388827
ACH-000644,6918454,1.04417467
ACH-000644,10109823,2.912506818
ACH-000644,53340664,3.333646617
ACH-000625,24951314,1.410725054
ACH-000625,6852167,3.745404613
ACH-000625,36462,1.37074694
ACH-000625,5746,1.512737056
ACH-000625,3218,3.104460849
ACH-000625,9903786,4.277968453
ACH-000625,5460769,3.914095464
ACH-000625,25195352,4.135797981
ACH-000625,25262965,-1.113776094
ACH-000625,16747388,2.59646777
ACH-000625,10109823,2.198155871
ACH-000625,521106,4.754158319
ACH-000625,11455910,-0.866390875
ACH-000625,53340664,2.702679736
ACH-000551,24951314,0.059733276
ACH-000551,176167,3.874779804
ACH-000551,5208,1.426255191
ACH-000551,159324,3.235361075
ACH-000551,9863776,1.773226149
ACH-000551,5746,1.666828021
ACH-000551,46224516,3.602524872
ACH-000551,5329102,2.623044063
ACH-000551,3463933,4.591541791
ACH-000551,9868037,3.110417963
ACH-000551,44143370,4.031258762
ACH-000551,10027278,3.074822426
ACH-000551,56965967,4.156092097
ACH-000551,11647372,2.083383605
ACH-000551,16722836,2.59234138
ACH-000551,637858,2.589059765
ACH-000551,31703,-0.76485978
ACH-000551,44551660,2.603616169
ACH-000551,6445562,1.193936356
ACH-000551,25102847,0.651329076
ACH-000702,24951314,-0.32106363
ACH-000702,65110,4.4675314
ACH-000702,5208,1.545526754
ACH-000702,9863776,2.583550363
ACH-000702,5746,1.634367585
ACH-000702,46224516,3.433923378
ACH-000702,5329102,2.548773411
ACH-000702,44143370,4.120654788
ACH-000702,11338033,3.026750335
ACH-000702,6918454,2.577139589
ACH-000702,16760646,-0.275518588
ACH-000702,637858,3.021548578
ACH-000950,24951314,2.460263925
ACH-000950,5208,0.823587124
ACH-000950,9863776,0.699820264
ACH-000950,36462,2.164736459
ACH-000950,3218,2.275342928
ACH-000950,24756910,0.586920664
ACH-000950,6918848,1.921984785
ACH-000950,82146,2.579680081
ACH-000950,5289247,4.293168169
ACH-000950,51371303,3.29916866
ACH-000950,6918454,1.196110756
ACH-000950,10200390,2.311781717
ACH-000950,56965967,4.158561769
ACH-000950,16747388,3.06850103
ACH-000950,10109823,1.743937991
ACH-000950,521106,3.97730445
ACH-000950,637858,2.895784336
ACH-000950,10113978,2.954127361
ACH-000950,31703,-2.496570008
ACH-000188,9884685,2.672505441
ACH-000188,10074640,4.199721864
ACH-000188,24951314,1.057803352
ACH-000188,6852167,3.38132518
ACH-000188,25257557,1.527965641
ACH-000188,159324,3.590084323
ACH-000188,9863776,1.958816577
ACH-000188,46224516,4.396750186
ACH-000188,42640,4.299724824
ACH-000188,9903786,2.912264295
ACH-000188,44143370,3.536664636
ACH-000188,10027278,2.129064867
ACH-000188,56965967,3.590322809
ACH-000188,25195352,3.82429471
ACH-000188,46191454,3.022838685
ACH-000188,9956222,1.968250822
ACH-000188,16722836,2.975400166
ACH-000188,53340664,2.359340426
ACH-000188,25102847,2.055230863
ACH-000002,10074640,4.115375802
ACH-000002,24951314,-0.556897816
ACH-000002,6852167,2.1580217
ACH-000002,5208,1.124067892
ACH-000002,53302361,1.367527718
ACH-000002,159324,2.246714225
ACH-000002,9863776,3.086454333
ACH-000002,6914657,-6.671938464
ACH-000002,36462,1.257721539
ACH-000002,11676786,1.488114566
ACH-000002,46224516,3.557144285
ACH-000002,42640,3.676381826
ACH-000002,3218,2.817375058
ACH-000002,9903786,3.337466368
ACH-000002,3463933,2.328041382
ACH-000002,5289247,3.639921558
ACH-000002,16760646,0.545986686
ACH-000002,56965967,4.063642357
ACH-000002,25195352,3.897445998
ACH-000002,16747388,1.62196342
ACH-000002,10109823,2.975990662
ACH-000002,521106,3.527726382
ACH-000002,637858,3.225032731
ACH-000002,11455910,0.128325041
ACH-000002,31703,-3.121457158
ACH-000002,44551660,2.830797657
ACH-000161,9884685,3.124872195
ACH-000161,10074640,4.229475766
ACH-000161,24951314,0.721187544
ACH-000161,6852167,3.07335357
ACH-000161,159324,3.085475543
ACH-000161,9863776,2.540512551
ACH-000161,36462,3.901459758
ACH-000161,46224516,3.844964035
ACH-000161,9903786,2.400439934
ACH-000161,3796,1.877812555
ACH-000161,3463933,3.228416197
ACH-000161,44143370,3.457265016
ACH-000161,10027278,3.162181444
ACH-000161,5289247,3.781817065
ACH-000161,11338033,2.558453362
ACH-000161,9967941,1.924991028
ACH-000161,56965967,3.923435839
ACH-000161,16747388,2.403337316
ACH-000161,521106,4.987497878
ACH-000161,16722836,3.286036641
ACH-000161,637858,2.389174147
ACH-000161,31703,-1.005353013
ACH-000161,44551660,2.497685266
ACH-000161,53340664,2.592469665
ACH-000998,9952773,4.211075994
ACH-000998,10074640,4.312551141
ACH-000998,24951314,2.085924422
ACH-000998,9863776,3.194228367
ACH-000998,5746,3.362291599
ACH-000998,44143370,4.179447551
ACH-000998,16722836,3.105846705
ACH-000998,6445562,4.168932929
ACH-000433,24951314,1.473592209
ACH-000433,9863776,3.2346573
ACH-000433,24785538,0.820486842
ACH-000433,24756910,0.941415138
ACH-000433,46885626,3.04813062
ACH-000433,3463933,4.701271014
ACH-000433,44143370,4.130189984
ACH-000433,10027278,3.924090099
ACH-000433,5460769,2.486056249
ACH-000433,11647372,1.267208918
ACH-000433,16722836,2.730386553
ACH-000433,446378,-2.458999406
ACH-000433,44551660,1.591697072
ACH-000433,53340664,3.237562693
ACH-000433,6710780,-4.745532998
ACH-000270,24951314,1.994775061
ACH-000270,53302361,1.927600818
ACH-000270,159324,2.286547446
ACH-000270,36462,2.221648531
ACH-000270,3218,2.181029734
ACH-000270,9903786,3.454359156
ACH-000270,6918454,1.811214788
ACH-000270,25195352,3.812813981
ACH-000270,16747388,2.645230257
ACH-000270,10109823,2.940840009
ACH-000270,16722836,3.162302123
ACH-000270,10077147,1.476924127
ACH-000270,53340664,3.154873642
ACH-000326,11754511,2.47059873
ACH-000326,24951314,-0.016511168
ACH-000326,11977753,-4.004030299
ACH-000326,176167,3.793265862
ACH-000326,6852167,3.954006891
ACH-000326,5208,1.995870874
ACH-000326,9863776,2.390436297
ACH-000326,36462,2.42653954
ACH-000326,11676786,0.549360051
ACH-000326,46224516,2.848519907
ACH-000326,9903786,1.251318706
ACH-000326,24756910,-0.231064299
ACH-000326,5311,0.37817482
ACH-000326,11178236,-2.201296978
ACH-000326,3463933,4.016482418
ACH-000326,9868037,2.669280826
ACH-000326,44143370,3.849789028
ACH-000326,10027278,3.419802713
ACH-000326,11152667,-4.367413104
ACH-000326,5289247,0.397238683
ACH-000326,56965967,3.782867422
ACH-000326,387447,-7.530799042
ACH-000326,16720766,-0.438791566
ACH-000326,16722836,2.173478467
ACH-000326,11455910,-1.301432754
ACH-000326,446378,-5.051837296
ACH-000326,44632017,3.108001439
ACH-000326,31703,-2.100345646
ACH-000326,44551660,1.818556613
ACH-000326,6710780,-7.022074217
ACH-000326,25102847,0.036701345
ACH-000922,9863776,2.499239611
ACH-000922,5460769,2.455463669
ACH-000922,11455910,-1.046003329
ACH-000922,6710780,-7.239460589
ACH-000401,9884685,3.244673065
ACH-000401,10074640,3.76874159
ACH-000401,11404337,0.473129605
ACH-000401,9863776,1.973153467
ACH-000401,6253,-0.686785418
ACH-000401,36462,1.221892929
ACH-000401,46224516,5.259978279
ACH-000401,46844147,2.975621315
ACH-000401,10027278,3.63503311
ACH-000401,25262965,0.294293038
ACH-000401,16722836,2.679298786
ACH-000401,31703,-2.561867412
ACH-000401,44551660,3.451515719
ACH-000322,10074640,4.181607771
ACH-000322,5208,-0.321487155
ACH-000322,9863776,-1.657359149
ACH-000322,6914657,-4.999549859
ACH-000322,46224516,4.679210081
ACH-000322,3218,3.833948281
ACH-000322,5329102,2.650795898
ACH-000322,3463933,2.305920789
ACH-000322,6918454,-0.028139638
ACH-000322,16760646,-0.760341903
ACH-000322,10200390,2.675861269
ACH-000322,20635522,2.313424062
ACH-000322,521106,3.781981495
ACH-000322,637858,2.022200806
ACH-000322,300471,-2.325859223
ACH-000322,4263900,2.822475701
ACH-000399,10074640,3.724032114
ACH-000399,24951314,0.323720459
ACH-000399,11404337,2.918039037
ACH-000399,159324,3.997065551
ACH-000399,5746,0.901603194
ACH-000399,46224516,4.491397624
ACH-000399,42640,3.557540789
ACH-000399,44143370,3.963068636
ACH-000399,10027278,3.913675634
ACH-000399,56965967,4.294409489
ACH-000399,11282283,2.72659042
ACH-000399,9956222,1.935041187
ACH-000399,31703,-1.642862247
ACH-000399,44551660,2.622468557
ACH-000399,53340664,2.972024087
ACH-000114,10074640,4.28584126
ACH-000114,24951314,2.677154626
ACH-000114,46224516,4.532269929
ACH-000114,24756910,0.314565578
ACH-000114,10027278,3.279928369
ACH-000114,5289247,3.878748992
ACH-000114,637858,3.228728436
ACH-000114,31703,-0.969065353
ACH-000570,10074640,4.137047711
ACH-000570,24951314,1.798537317
ACH-000570,53302361,2.178352831
ACH-000570,9863776,1.666361992
ACH-000570,6253,-0.70101374
ACH-000570,3218,2.918845851
ACH-000570,44143370,4.138020598
ACH-000570,5289247,4.300527972
ACH-000570,5460769,3.42707758
ACH-000570,6918454,3.222882517
ACH-000570,46191454,3.342280845
ACH-000570,521106,3.316982801
ACH-000570,6918638,2.939536141
ACH-000869,53302361,2.075391273
ACH-000869,9863776,2.802416312
ACH-000869,36462,2.19539582
ACH-000869,3218,2.850899198
ACH-000869,46885626,2.805946788
ACH-000869,3463933,3.48634942
ACH-000869,5289247,2.835100028
ACH-000869,46191454,3.353747388
ACH-000869,10109823,2.368974174
ACH-000869,637858,2.895100711
ACH-000151,9884685,2.98896507
ACH-000151,11754511,1.340384163
ACH-000151,176167,2.497465617
ACH-000151,6852167,3.005172697
ACH-000151,25257557,0.505514983
ACH-000151,53302361,1.456222784
ACH-000151,159324,3.852551209
ACH-000151,9863776,1.016804358
ACH-000151,24825971,2.086717701
ACH-000151,46224516,3.235378368
ACH-000151,3218,3.101726956
ACH-000151,9903786,3.234929012
ACH-000151,16725726,3.343074374
ACH-000151,7251185,1.753179147
ACH-000151,3463933,3.277822201
ACH-000151,10027278,1.998080575
ACH-000151,5289247,4.16915018
ACH-000151,5460769,3.381358147
ACH-000151,9967941,4.106509249
ACH-000151,16760646,-0.488139841
ACH-000151,10200390,2.627863182
ACH-000151,25195352,3.696911624
ACH-000151,11625818,4.304457091
ACH-000151,25262965,0.636236877
ACH-000151,10109823,2.615678943
ACH-000151,11647372,2.30367435
ACH-000151,521106,1.83114072
ACH-000151,16722836,1.83476807
ACH-000151,446378,-4.358583701
ACH-000151,31703,-4.045716645
ACH-000151,44551660,1.904946436
ACH-000151,6710780,-6.305730937
ACH-000965,24951314,-0.200487012
ACH-000965,53302361,1.372793409
ACH-000965,9863776,2.548176831
ACH-000965,36462,1.733657677
ACH-000965,46224516,4.824704428
ACH-000965,42640,3.954487353
ACH-000965,9903786,3.689709112
ACH-000965,5329102,1.268223254
ACH-000965,44143370,4.189405004
ACH-000965,11338033,2.825211209
ACH-000965,6918454,1.15465061
ACH-000965,16760646,0.221613481
ACH-000965,56965967,4.170802296
ACH-000965,25195352,4.070368569
ACH-000965,46843772,2.967432612
ACH-000965,16747388,3.221446914
ACH-000965,20635522,2.607076279
ACH-000965,637858,2.348101071
ACH-000965,300471,-3.933857393
ACH-000965,53340664,3.183904917
ACH-000965,25102847,2.035488205
ACH-000811,10074640,4.26787338
ACH-000811,9863776,3.108340668
ACH-000811,46224516,3.170568201
ACH-000811,3218,3.108411592
ACH-000811,3463933,4.354756986
ACH-000811,44143370,4.25046188
ACH-000811,56965967,4.308154467
ACH-000811,521106,4.71970248
ACH-000811,637858,3.241744252
ACH-000811,44551660,2.744643729
ACH-000811,53340664,3.207082677
ACH-000714,10074640,4.279248525
ACH-000714,24951314,-0.432893014
ACH-000714,6852167,3.099192868
ACH-000714,9863776,0.82359933
ACH-000714,46224516,3.491230329
ACH-000714,42640,3.452006559
ACH-000714,9903786,3.961740997
ACH-000714,44143370,4.124020024
ACH-000714,56965967,4.11180275
ACH-000714,25195352,3.395658787
ACH-000714,46191454,3.27049668
ACH-000714,25262965,-0.839850202
ACH-000714,9956222,0.736581259
ACH-000714,16722836,2.867173893
ACH-000714,11455910,-0.864381769
ACH-000714,53340664,2.929360103
ACH-000714,6710780,-7.542836345
ACH-000973,24951314,2.727893963
ACH-000973,53302361,0.395977297
ACH-000973,9863776,1.860977006
ACH-000973,36462,0.645083029
ACH-000973,42640,3.449768062
ACH-000973,3218,3.75153637
ACH-000973,24756910,0.933869173
ACH-000973,6918848,2.051591564
ACH-000973,25022668,3.982050783
ACH-000973,10109823,2.154910769
ACH-000973,521106,2.680952364
ACH-000973,637858,2.599569302
ACH-000973,11455910,-0.517006356
ACH-000973,6918638,2.065402056
ACH-000112,9952773,3.647828692
ACH-000112,24951314,-2.025267352
ACH-000112,176167,2.268728521
ACH-000112,53302361,0.121324619
ACH-000112,160355,3.28382443
ACH-000112,24825971,2.322964855
ACH-000112,46224516,2.411354151
ACH-000112,42640,3.094676176
ACH-000112,3218,0.644775296
ACH-000112,5329102,0.958714852
ACH-000112,16725726,1.973744666
ACH-000112,46844147,1.518065806
ACH-000112,3463933,2.04006765
ACH-000112,9868037,2.193781018
ACH-000112,44143370,2.52691995
ACH-000112,11373846,1.318512375
ACH-000112,5717801,3.147638485
ACH-000112,9967941,3.418446148
ACH-000112,16760646,0.120452326
ACH-000112,25195352,2.235246665
ACH-000112,11625818,2.962529702
ACH-000112,11282283,4.134110474
ACH-000112,10109823,1.897097731
ACH-000112,4993,3.371248181
ACH-000112,20635522,2.533705593
ACH-000112,9549184,2.127905263
ACH-000112,521106,1.151083537
ACH-000112,447912,2.4263611
ACH-000112,9810884,2.011383834
ACH-000112,44551660,1.618681436
ACH-000112,53340664,-0.042389087
ACH-000112,25102847,1.438239191
ACH-000651,10074640,4.240283679
ACH-000651,24951314,-0.074850034
ACH-000651,25257557,2.716774803
ACH-000651,53302361,1.928158682
ACH-000651,46224516,4.33191873
ACH-000651,9903786,2.780023675
ACH-000651,44143370,4.075846032
ACH-000651,5289247,3.976299217
ACH-000651,6918454,1.4593456
ACH-000651,10200390,2.76217138
ACH-000651,25195352,3.992405592
ACH-000651,16747388,3.240483316
ACH-000651,521106,2.815977863
ACH-000651,16722836,2.203683615
ACH-000651,44551660,2.925063618
ACH-000060,10074640,4.136895828
ACH-000060,159324,2.669009527
ACH-000060,9863776,2.521758914
ACH-000060,36462,2.051334237
ACH-000060,46224516,4.058565917
ACH-000060,3218,3.822156628
ACH-000060,44137675,2.326663169
ACH-000060,44143370,4.192030481
ACH-000060,5289247,3.881546245
ACH-000060,521106,4.649425365
ACH-000060,16722836,3.312885209
ACH-000060,637858,2.772095603
ACH-000060,300471,-2.674182414
ACH-000060,44551660,2.846232648
ACH-000244,11754511,1.934679361
ACH-000244,10074640,3.872633001
ACH-000244,24951314,2.838273341
ACH-000244,9863776,1.51509944
ACH-000244,5746,3.948090348
ACH-000244,46224516,4.881431323
ACH-000244,42640,4.263872127
ACH-000244,24756910,0.886773619
ACH-000244,6918848,1.820272799
ACH-000244,3463933,3.178088667
ACH-000244,10027278,3.901481648
ACH-000244,5289247,4.214889839
ACH-000244,11338033,2.703369397
ACH-000244,25195352,3.956527498
ACH-000244,16747388,3.315275382
ACH-000244,9956222,2.325421426
ACH-000244,521106,4.909568491
ACH-000244,637858,2.000929679
ACH-000244,10077147,1.976758749
ACH-000244,6918638,1.989738465
ACH-000963,9952773,3.867802875
ACH-000963,9884685,3.090145538
ACH-000963,10074640,4.027059022
ACH-000963,24951314,0.442639719
ACH-000963,6852167,4.133383977
ACH-000963,25257557,2.883952888
ACH-000963,5208,2.945419488
ACH-000963,53302361,2.106370488
ACH-000963,9863776,1.974096279
ACH-000963,9903786,4.191929846
ACH-000963,3463933,3.509788434
ACH-000963,44143370,4.063579132
ACH-000963,10027278,3.254735643
ACH-000963,11338033,3.178709044
ACH-000963,9956222,2.178655485
ACH-000963,10109823,2.89288905
ACH-000963,11647372,1.668296676
ACH-000963,44551660,2.767367789
ACH-000963,53340664,3.255276485
ACH-000878,159324,3.370406672
ACH-000878,9863776,2.838787291
ACH-000878,46224516,4.337225552
ACH-000878,82146,1.971135871
ACH-000878,10027278,2.910713013
ACH-000878,6918454,0.144305652
ACH-000878,11455910,0.527713051
ACH-000878,300471,-3.630118486
ACH-000878,31703,-0.9565266
ACH-000878,10077147,0.52621957
ACH-000878,6710780,-5.702468901
ACH-000430,10074640,4.188424628
ACH-000430,24951314,1.064467612
ACH-000430,5208,0.921328985
ACH-000430,159324,3.705022595
ACH-000430,9863776,-0.395281557
ACH-000430,6914657,-3.287647809
ACH-000430,36462,2.268546801
ACH-000430,46224516,4.73944535
ACH-000430,44143370,4.053271428
ACH-000430,56965967,3.884949676
ACH-000430,637858,1.859140375
ACH-000430,11455910,-1.384180927
ACH-000430,31703,-0.092441663
ACH-000605,5208,1.94623338
ACH-000605,10109823,2.561847888
ACH-000605,11647372,1.936974728
ACH-000605,521106,4.714667534
ACH-000605,31703,-0.396396484
ACH-000605,44551660,1.711149274
ACH-000149,24951314,-0.266998137
ACH-000149,6852167,4.283619161
ACH-000149,25257557,2.65336368
ACH-000149,9863776,-0.008016419
ACH-000149,36462,-0.987541582
ACH-000149,3218,2.375753627
ACH-000149,9813758,3.842986509
ACH-000149,44143370,4.122353004
ACH-000149,10027278,2.931297564
ACH-000149,5289247,4.060338899
ACH-000149,10200390,2.173905023
ACH-000149,56965967,4.105274344
ACH-000149,9956222,1.57675785
ACH-000149,521106,4.863790984
ACH-000149,637858,0.944360662
ACH-000149,31703,-3.290080494
ACH-000149,10077147,2.128279094
ACH-000464,11754511,2.954707908
ACH-000464,24951314,2.089100734
ACH-000464,9863776,3.112215154
ACH-000464,5746,2.554146937
ACH-000464,46224516,4.395571057
ACH-000464,3463933,3.819008708
